,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
69,69,69,69,69,69,69,69,69,69,KMBrLz,25-34 years old,3,"At the office, At home","Pour over, French press, Espresso, Cold brew",,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, No - just black",,Skim milk,,Caramalized,Somewhat strong,Medium,Full caffeine,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,70,70,70,70,70,70,jB9r21,25-34 years old,1,"At home, At a cafe","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,2.0,3.0,3.0,,3.0,2.0,3.0,,1.0,2.0,3.0,,2.0,4.0,4.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,I need the ritual,,Yes,No,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
71,71,71,71,71,71,71,71,71,71,pLPYLE,25-34 years old,2,"At the office, On the go",,,"Drive-thru, National chain (e.g. Starbucks, Dunkin)",,Iced coffee,,"Milk, dairy alternative, or coffee creamer",,Half and half,,Caramalized,Very strong,Light,Full caffeine,8.0,4.0,3.0,5.0,,3.0,4.0,1.0,,5.0,3.0,2.0,,2.0,2.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
72,72,72,72,72,72,72,72,72,72,oAV8yX,35-44 years old,2,At home,Espresso,,,,Other,Flat white,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Floral,Somewhat strong,Light,Full caffeine,9.0,2.0,4.0,5.0,,4.0,2.0,1.0,,5.0,1.0,1.0,,1.0,5.0,5.0,,Coffee A,Coffee A,Coffee A,,,,,,,,,,,,,,,,,,,
73,73,73,73,73,73,73,73,73,73,aBrp0W,18-24 years old,4,At home,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",,,,Cold brew,,"No - just black, Sugar or sweetener, Milk, dairy alternative, or coffee creamer",,Flavored coffee creamer,"Granulated Sugar, Artificial Sweeteners (e.g., Splenda)",Sweet,Medium,Light,Full caffeine,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,74,74,74,74,74,74,74,74,g5NPxK,25-34 years old,2,"At home, At the office","Espresso, Pour over",,,,Cappuccino,,"No - just black, Milk, dairy alternative, or coffee creamer",,Oat milk,,Fruity,Somewhat strong,Light,Full caffeine,9.0,2.0,3.0,3.0,Fruity,3.0,2.0,3.0,"Balanced, smooth",2.0,4.0,3.0,"Mild fruity, smooth finish",1.0,4.0,4.0,Bright and fruity,Coffee C,Coffee D,Coffee D,,$40-$60,It tastes good,,Yes,Yes,$15-$20,$15-$20,No,"More than $1,000",Yes,Male,,,,,,,
75,75,75,75,75,75,75,75,75,75,bl41kE,25-34 years old,2,"At home, At a cafe, On the go","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,"Specialty coffee shop, Drive-thru, Local cafe, National chain (e.g. Starbucks, Dunkin)",,Pourover,,"Milk, dairy alternative, or coffee creamer",,Half and half,,Nutty,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,5.0,"Nutty, Earthy",5.0,1.0,2.0,Chocolate,4.0,2.0,4.0,"Citrus, Floral",3.0,3.0,3.0,"Berries, Fruity, Balanced",Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom",,Yes,Yes,$10-$15,$10-$15,No,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
76,76,76,76,76,76,76,76,76,76,GrBO1z,45-54 years old,2,"At home, At the office","Pour over, French press",,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",,"Half and half, Whole milk",,Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,4.0,4.0,,3.0,3.0,4.0,,4.0,2.0,1.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,2,Democrat
77,77,77,77,77,77,77,77,77,77,xdN8Q9,25-34 years old,2,"At home, At a cafe, On the go","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",,Local cafe,,Pourover,,No - just black,,,,Fruity,Very strong,Light,Full caffeine,8.0,3.0,4.0,4.0,"Caramel, Starfruit",2.0,2.0,3.0,"Baking chocolate, cream",3.0,2.0,3.0,"Cinnamon, Demerara sugar, black pepper",4.0,5.0,4.0,Green apple,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent
78,78,78,78,78,78,78,78,78,78,vNx8Xv,35-44 years old,1,At home,French press,,,,Cold brew,,"Milk, dairy alternative, or coffee creamer",,Oat milk,,Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,2.0,4.0,Nice and light. Would drink without cream.,2.0,2.0,5.0,"More depth of flavor than A. Chocolate, perhaps?",3.0,4.0,2.0,Tastes a little like garbage.,3.0,4.0,1.0,Tastes like lemon garbage.,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Female,,Bachelor's degree,White/Caucasian,,Unemployed,1,Democrat
79,79,79,79,79,79,79,79,79,79,dY2JPN,18-24 years old,2,"At home, At a cafe",Pour over,,,,Pourover,,"Milk, dairy alternative, or coffee creamer",,Coffee creamer,,Nutty,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,,4.0,2.0,3.0,,3.0,3.0,3.0,,1.0,5.0,2.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,,,,,,,
80,80,80,80,80,80,80,80,80,80,MAdjLE,35-44 years old,2,At home,"Espresso, Pour over",,,,Espresso,,No - just black,,,,Fruity,Somewhat strong,Nordic,Full caffeine,9.0,3.0,3.0,3.0,,4.0,1.0,2.0,,3.0,2.0,3.0,,1.0,4.0,4.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,>$100,It tastes good,,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
81,81,81,81,81,81,81,81,81,81,6dQ6xo,25-34 years old,3,"At the office, At home","Espresso, Pour over",,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Skim milk,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,2.0,5.0,5.0,,3.0,4.0,2.0,,3.0,3.0,5.0,,1.0,5.0,4.0,,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,It tastes good,,Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
82,82,82,82,82,82,82,82,82,82,7d97lZ,25-34 years old,2,"At home, At the office",Coffee extract (e.g. Cometeer),,,,Americano,,No - just black,,,,Full Bodied,Medium,Dark,Full caffeine,3.0,2.0,5.0,2.0,,3.0,2.0,4.0,,4.0,3.0,3.0,,3.0,4.0,2.0,,Coffee B,Coffee D,Coffee B,I do a mix of both,>$100,"I need the caffeine, It tastes good",,Yes,Yes,$8-$10,$15-$20,Yes,$20-$50,No,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Democrat
83,83,83,83,83,83,83,83,83,83,0EjqPQ,25-34 years old,3,At home,Pour over,,,,Pourover,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,3.0,4.0,2.0,"citric, apple, clear",5.0,2.0,2.0,"Charcoal, full body, mud",4.0,3.0,3.0,"Milky, cream, butter",1.0,5.0,5.0,"Fruity, Floral, cherry",Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$15-$20,No,$300-$500,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,1,No affiliation
84,84,84,84,84,84,84,84,84,84,BGbJD4,25-34 years old,1,At the office,,,,,Pourover,,No - just black,,,,Chocolatey,Medium,Light,Full caffeine,2.0,1.0,4.0,5.0,,3.0,2.0,4.0,,4.0,2.0,2.0,,2.0,4.0,3.0,,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"I need the caffeine, I need the ritual, It makes me go to the bathroom, It tastes good",,No,Yes,$6-$8,More than $20,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,More than 3,Democrat
85,85,85,85,85,85,85,85,85,85,9dJYbp,25-34 years old,3,"At home, At the office","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,,,Latte,,"Milk, dairy alternative, or coffee creamer, No - just black",,Whole milk,,Chocolatey,Medium,Light,Full caffeine,8.0,1.0,1.0,5.0,,2.0,1.0,3.0,,3.0,3.0,2.0,,2.0,2.0,1.0,,Coffee A,Coffee A,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$15-$20,$10-$15,No,$100-$300,Yes,Male,,Master's degree,Hispanic/Latino,,Student,,No affiliation
86,86,86,86,86,86,86,86,86,86,xdNbJ9,25-34 years old,1,"At home, On the go, At the office, At a cafe",Espresso,,"National chain (e.g. Starbucks, Dunkin)",,Espresso,,No - just black,,,,Fruity,Very strong,Medium,Full caffeine,6.0,3.0,3.0,4.0,"Tiny bit of fruit, blackberries",3.0,1.0,3.0,,4.0,2.0,3.0,"Bit muddy, almost tobacco?",1.0,4.0,5.0,Fruity - strawberries,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
87,87,87,87,87,87,87,87,87,87,EPbVLl,45-54 years old,2,"At home, At the office, On the go",Pod/capsule machine (e.g. Keurig/Nespresso),,Local cafe,,Regular drip coffee,,No - just black,,,,Full Bodied,Somewhat strong,Italian,Full caffeine,6.0,2.0,4.0,1.0,,4.0,3.0,4.0,,4.0,4.0,5.0,,1.0,4.0,,,Coffee C,Coffee A,Coffee C,I primarily work from home,,,,,,,,,,,,,,,,,,
88,88,88,88,88,88,88,88,88,88,pLPNQJ,35-44 years old,1,"At home, On the go",Pour over,,Local cafe,,Pourover,,No - just black,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,4.0,4.0,5.0,Caramel,4.0,2.0,4.0,,2.0,2.0,3.0,Mild,4.0,5.0,1.0,Sour,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"I need the ritual, I need the caffeine, It makes me go to the bathroom, It tastes good",,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,2,No affiliation
89,89,89,89,89,89,89,89,89,89,AlbMLW,25-34 years old,2,"At home, At a cafe","Pour over, Other",Aeropress,,,Iced coffee,,No - just black,,,,Bright,Medium,Light,Decaf,7.0,2.0,3.0,4.0,Pretty good.,3.0,2.0,2.0,A bit boring.,3.0,2.0,2.0,A bit boring.,1.0,4.0,5.0,"Delicious, acidic and interesting.",Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,"It tastes good, I need the ritual",,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent
90,90,90,90,90,90,90,90,90,90,EPboPq,25-34 years old,3,At home,"Pour over, Cold brew",,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Full Bodied,Medium,Medium,Full caffeine,3.0,2.0,3.0,4.0,,1.0,2.0,5.0,"Wood, sweetness",4.0,2.0,2.0,Chocolate,3.0,3.0,1.0,"Fruity, berry",Coffee A,Coffee A,Coffee C,I primarily work in person,>$100,"It tastes good, I need the caffeine",,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
91,91,91,91,91,91,91,91,91,91,ylq8yW,25-34 years old,3,"At home, At the office, On the go, At a cafe","Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,"Local cafe, National chain (e.g. Starbucks, Dunkin)",,Americano,,No - just black,,,,Full Bodied,Somewhat strong,Light,Full caffeine,7.0,1.0,4.0,2.0,,2.0,3.0,3.0,,3.0,2.0,5.0,,1.0,3.0,3.0,,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$8-$10,$10-$15,No,$20-$50,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
92,92,92,92,92,92,92,92,92,92,J2kEDz,45-54 years old,1,"At the office, At home","Espresso, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,,,Cappuccino,,"No - just black, Milk, dairy alternative, or coffee creamer",,Coffee creamer,,Nutty,Somewhat strong,Medium,Decaf,5.0,3.0,3.0,4.0,,2.0,4.0,2.0,,2.0,5.0,1.0,,1.0,4.0,2.0,,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Independent
93,93,93,93,93,93,93,93,93,93,24x9Lg,25-34 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,,Juicy,Somewhat strong,Light,Full caffeine,6.0,2.0,2.0,3.0,,4.0,1.0,2.0,,1.0,3.0,3.0,,2.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
94,94,94,94,94,94,94,94,94,94,0EjYb6,35-44 years old,3,At home,"Pour over, Espresso",,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,8.0,4.0,2.0,2.0,,4.0,2.0,2.0,,3.0,3.0,4.0,,1.0,4.0,5.0,,Coffee C,Coffee D,Coffee D,I primarily work in person,>$100,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
95,95,95,95,95,95,95,95,95,95,ZdRb6a,25-34 years old,2,At home,"Espresso, Pour over",,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",,"Whole milk, Oat milk",,Nutty,Somewhat strong,Medium,Full caffeine,7.0,3.0,4.0,3.0,"Fruity, apple",4.0,2.0,2.0,,3.0,2.0,4.0,Earthy,3.0,5.0,5.0,Fruity blueberries,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Independent
96,96,96,96,96,96,96,96,96,96,WApbdP,25-34 years old,3,"At the office, At home",Other,Aeropress,,,Espresso,,No - just black,,,,Floral,Medium,Light,Full caffeine,7.0,4.0,4.0,2.0,,2.0,4.0,2.0,,3.0,4.0,3.0,,2.0,4.0,4.0,,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual, I need the caffeine",,Yes,No,$8-$10,More than $20,No,$300-$500,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,1,Democrat
97,97,97,97,97,97,97,97,97,97,24xY69,18-24 years old,2,At home,"French press, Cold brew",,,,Cold brew,,"Milk, dairy alternative, or coffee creamer",,Half and half,,Chocolatey,Somewhat strong,Medium,Full caffeine,2.0,2.0,4.0,1.0,,2.0,2.0,4.0,,4.0,2.0,5.0,,2.0,4.0,2.0,,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"I need the ritual, It tastes good",,Yes,Yes,$8-$10,,Yes,$20-$50,Yes,Male,,Some college or associate's degree,Asian/Pacific Islander,,Student,,No affiliation
98,98,98,98,98,98,98,98,98,98,RzBqWd,25-34 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Fruity,Medium,Light,Full caffeine,5.0,2.0,5.0,4.0,,5.0,2.0,2.0,,4.0,3.0,3.0,,2.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"I need the ritual, It tastes good",,Yes,Yes,$4-$6,$6-$8,,$100-$300,Yes,Male,,,,,,,
99,99,99,99,99,99,99,99,99,99,RzBqLv,25-34 years old,More than 4,"At home, At the office, At a cafe","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,,,Espresso,,No - just black,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,5.0,3.0,3.0,4.0,"Textured Mouth Feel - My preference in texture of the 4

Balanced flavors of bitterness with red berry notes",4.0,3.0,3.0,"Textured Palette

Deep, pleasant bitterness, toasted malt",2.0,2.0,4.0,"Good body, slightly less texture than A & B

Notes of wood and Cocoa Nibs",1.0,5.0,2.0,"Little to none mouth feel

Earl Grey-esque, Lemon, Pear",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,It tastes good,,Yes,No,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,,No affiliation
100,100,100,100,100,100,100,100,100,100,oAV8d5,35-44 years old,3,"At home, At a cafe",French press,,,,Americano,,No - just black,,,,Nutty,Very strong,Medium,Full caffeine,7.0,3.0,4.0,3.0,,4.0,2.0,4.0,,2.0,2.0,5.0,,1.0,5.0,2.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
101,101,101,101,101,101,101,101,101,101,oAV8OM,25-34 years old,2,At home,"Pour over, Espresso, Cold brew",,,,Pourover,,No - just black,,,,Fruity,Somewhat light,Light,Full caffeine,7.0,2.0,2.0,4.0,,3.0,3.0,3.0,,5.0,1.0,1.0,,1.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the ritual",,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,More than 3,Independent
102,102,102,102,102,102,102,102,102,102,AlbYyW,25-34 years old,1,At the office,,,,,Mocha,,Sugar or sweetener,,,Honey,Floral,Somewhat strong,Light,Full caffeine,4.0,2.0,5.0,4.0,"2nd best
unbalanced",4.0,3.0,3.0,"3rd best
Bitter but seems like it would improve with added sugar",5.0,2.0,2.0,"4th 
far too bitter but somehow tastes the most like water",3.0,4.0,5.0,"Best
Fruity and Floral",Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
103,103,103,103,103,103,103,103,103,103,KMB4kk,25-34 years old,1,"At the office, At home","Cold brew, Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso), Other",Moka pot,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, No - just black",,"Skim milk, Soy milk",,Chocolatey,Medium,Light,Full caffeine,3.0,1.0,4.0,2.0,"fermented, juicy fruit type",4.0,1.0,5.0,"chocolate, smooth, richer, fuller",3.0,3.0,4.0,more balanced slight fruit and chocolate flavor. sort of acid but not in a bad way,1.0,5.0,1.0,"fruity, harsh and jangly",Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"It tastes good, I need the caffeine",,Yes,No,$6-$8,$10-$15,Yes,$20-$50,Yes,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Democrat
104,104,104,104,104,104,104,104,104,104,42N0Kd,18-24 years old,2,"At home, At the office, At a cafe","French press, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",,Whole milk,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,3.0,"A is a too acidic for me, good mouth feel and not very bitter.",3.0,1.0,5.0,"Very well rounded, full tasting. Has a good texture with nothing being too overwhelming",3.0,2.0,4.0,"Another well rounded one, less full than b feels a bit lighter in the mouth. Still a very good one",3.0,4.0,1.0,"Something strange, super fruity/berry notes. Too acidic and fruity for me.",Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
105,105,105,105,105,105,105,105,105,105,0Ej0VZ,25-34 years old,1,At home,"French press, Cold brew",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,"Almond milk, Skim milk, Whole milk","Artificial Sweeteners (e.g., Splenda), Maple Syrup, Agave Nectar, Honey",Sweet,Medium,Medium,Full caffeine,6.0,2.0,3.0,4.0,"Fruity, sharp, caramel",2.0,2.0,3.0,"Smooth, slightly fruity (apple or white grape)",4.0,2.0,2.0,"Bland, very slightly fruity (berry), grainy",1.0,4.0,4.0,"Sweet, yogurty, smooth, fruity, reminds me of kefir",Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,"I need the caffeine, It tastes good",,Yes,No,$6-$8,$8-$10,Yes,$20-$50,Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat
106,106,106,106,106,106,106,106,106,106,rlrQQo,35-44 years old,1,"At home, On the go, At a cafe",Instant coffee,,"Specialty coffee shop, Local cafe",,Latte,,"Milk, dairy alternative, or coffee creamer",,Oat milk,,Nutty,Somewhat strong,Dark,Half caff,7.0,2.0,3.0,3.0,Tastes a bit vegetal to me,3.0,2.0,3.0,reminiscent of diner coffee,3.0,1.0,4.0,Very mellow/smooth- more character than coffee B,2.0,4.0,1.0,"Reminds me of taste of sour cherries/raspberries, almost herbal/medicinal",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",,Yes,No,$8-$10,$6-$8,Yes,Less than $20,Yes,Female,,Master's degree,Other (please specify),mixed,Employed full-time,,Democrat
107,107,107,107,107,107,107,107,107,107,vNx84X,35-44 years old,2,At home,Espresso,,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,,Fruity,Very strong,Light,Full caffeine,7.0,1.0,4.0,5.0,Pleasant and mild acidity,3.0,1.0,4.0,"Fuller texture, chocolatey, better when cooled off for a bit",2.0,3.0,4.0,"Balanced, unobtrusive, less character though",2.0,5.0,2.0,Fermented!,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,It tastes good,,Yes,Yes,$10-$15,$15-$20,No,"More than $1,000",No,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,3,Democrat
108,108,108,108,108,108,108,108,108,108,OABxLk,25-34 years old,1,"At a cafe, At home","Pour over, Espresso",,,,Iced coffee,,No - just black,,,,Fruity,Medium,Light,Full caffeine,8.0,1.0,4.0,5.0,"Love this coffee. Natural process maybe? Fruity, juicy, citrussy, light to medium body",5.0,1.0,1.0,I hate it. It's like a French roast. Very heavy body,4.0,2.0,2.0,"I don't enjoy it. It's a traditional dark coffee, medium to heavy body",2.0,4.0,4.0,"A nice, modern cup of fruity coffee. Very light body",Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,It tastes good,,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Student,,Independent
109,109,109,109,109,109,109,109,109,109,MAd2V0,25-34 years old,1,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,No - just black,,,,Bold,Somewhat strong,Dark,Full caffeine,4.0,3.0,4.0,3.0,,3.0,2.0,5.0,,3.0,1.0,4.0,,3.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I do a mix of both,<$20,It tastes good,,Yes,No,$6-$8,$8-$10,No,Less than $20,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
110,110,110,110,110,110,110,110,110,110,8dpbGk,25-34 years old,2,"At home, At a cafe","Pour over, Espresso, French press",,,,Espresso,,No - just black,,,,Floral,Medium,Nordic,Full caffeine,8.0,1.0,4.0,4.0,"Apple, stewed cherry",2.0,3.0,3.0,"Caramel, chocolate, berries",4.0,1.0,2.0,"Bitter, earthy",1.0,3.0,3.0,"Stone fruit, kiwi",Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
111,111,111,111,111,111,111,111,111,111,zKQ8ja,25-34 years old,1,"At the office, At home",Espresso,,,,Latte,,"Milk, dairy alternative, or coffee creamer, No - just black",,Whole milk,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,4.0,Somewhat fruity.,5.0,1.0,4.0,Very coffee.,2.0,3.0,3.0,Doesn't really make a statement about anything.,1.0,5.0,4.0,"Very fruity, raspberry. Probably a natural or maybe even a more involved processing method.",Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,,Bachelor's degree,Other (please specify),Mixed,Employed full-time,,
